Blank,Member Number,Account Number,FIRST NAME,MIDDLE NAME,LAST NAME,ROUTE NO.,ROUTE NAME,PHOTO,Phone Number,NATIONAL ID,NSSF,NHIF,Address,Homestead,Town,Postal Code,District,Province,Latitude,Longitude,Status,FarmName
,01037,0894-0000-1037,W.,,MUHIU,R023,KINYOGORI,,254736786710,152786585,305696626,458483211,P. O. Box 8,Kinyogori,Limuru,00217,Kiambu,Central,-1.1692,36.6903,Active,Muhiu Kinyogori Farm
,01042,0894-0000-1042,MONICAH,,NYAGICHUHI,R003,RIRONI,,254736799055,152910041,305943538,458853579,P. O. Box 8,Rironi,Limuru,00217,Kiambu,Central,-1.1692,36.6903,Active,Nyagichuhi Rironi Farm
,01051,0894-0000-1051,KARANJA,,WAKAHIRA,R005,MURENGETI,,254736811400,153033497,306190450,459223947,P. O. Box 8,Murengeti,Limuru,00217,Kiambu,Central,-1.1692,36.6903,Active,Wakahira Murengeti Farm
,01052,0894-0000-1052,KIRATU,,NGANGA,R001,LIMURU,,254736823745,153156953,306437362,459594315,P. O. Box 8,Limuru,Limuru,00217,Kiambu,Central,-1.1692,36.6903,Active,Nganga Limuru Farm
,01056,0894-0000-1056,ANDREW,,WAINAINA,R011,NYATHUNA,,254733231350,117231257,234585970,351817227,P. O. Box 8,Nyathuna,Limuru,00217,Kiambu,Central,-1.1692,36.6903,Active,Wainaina Nyathuna Farm
,01063,0894-0000-1063,NGUGI,,MWIKONYI,R002,NGECHA,,254736836090,153280409,306684274,459964683,P. O. Box 8,Ngecha,Limuru,00217,Kiambu,Central,-1.1692,36.6903,Active,Mwikonyi Ngecha Farm
,01065,0894-0000-1065,CHARLES,,KAHURIA,R002,NGECHA,,254736848435,153403865,306931186,460335051,P. O. Box 8,Ngecha,Limuru,00217,Kiambu,Central,-1.1692,36.6903,Active,Kahuria Ngecha Farm
,01079,0894-0000-1079,MARTHA,,NJERI,R002,NGECHA,,254736860780,153527321,307178098,460705419,P. O. Box 8,Ngecha,Limuru,00217,Kiambu,Central,-1.1692,36.6903,Active,Njeri Ngecha Farm
,01083,0894-0000-1083,NYAMBURA,,KAMAU,R005,MURENGETI,,254736873125,153650777,307425010,461075787,P. O. Box 8,Murengeti,Limuru,00217,Kiambu,Central,-1.1692,36.6903,Active,Kamau Murengeti Farm
,01085,0894-0000-1085,KIBUNYI,,MUIRURI,R016,KIROE,,254736885470,153774233,307671922,461446155,P. O. Box 8,Kiroe,Limuru,00217,Kiambu,Central,-1.1692,36.6903,Active,Muiruri Kiroe Farm
,01086,0894-0000-1086,NJIRIRI,,IKUMI,R004,TIEKUNU,,254736897815,153897689,307918834,461816523,P. O. Box 8,Tiekunu,Limuru,00217,Kiambu,Central,-1.1692,36.6903,Active,Ikumi Tiekunu Farm
,01090,0894-0000-1090,JACOB,,MWANGI,R002,NGECHA,,254736910160,154021145,308165746,462186891,P. O. Box 8,Ngecha,Limuru,00217,Kiambu,Central,-1.1692,36.6903,Active,Mwangi Ngecha Farm
,01091,0894-0000-1091,MONICAH,,WANJA,R017,GATIMU,,254736922505,154144601,308412658,462557259,P. O. Box 8,Gatimu,Limuru,00217,Kiambu,Central,-1.1692,36.6903,Active,Wanja Gatimu Farm
,01095,0894-0000-1095,MARY,,WANJIRU,R005,MURENGETI,,254736934850,154268057,308659570,462927627,P. O. Box 8,Murengeti,Limuru,00217,Kiambu,Central,-1.1692,36.6903,Active,Wanjiru Murengeti Farm
,01097,0894-0000-1097,TERESIAH,,WANJIKU,R004,TIEKUNU,,254736947195,154391513,308906482,463297995,P. O. Box 8,Tiekunu,Limuru,00217,Kiambu,Central,-1.1692,36.6903,Active,Wanjiku Tiekunu Farm
,01114,0894-0000-1114,SARAH,,WANJIRU,R006,KABUKU,,254736959540,154514969,309153394,463668363,P. O. Box 8,Kabuku,Limuru,00217,Kiambu,Central,-1.1692,36.6903,Active,Wanjiru Kabuku Farm
,01117,0894-0000-1117,NJATHI,,GICHURE,R011,NYATHUNA,,254736971885,154638425,309400306,464038731,P. O. Box 8,Nyathuna,Limuru,00217,Kiambu,Central,-1.1692,36.6903,Active,Gichure Nyathuna Farm
,01118,0894-0000-1118,ARTHUR,,GICHINGA,R030,GITUTHA,,254733243695,117354713,234832882,352187595,P. O. Box 8,Gitutha,Limuru,00217,Kiambu,Central,-1.1692,36.6903,Active,Gichinga Gitutha Farm
,01119,0894-0000-1119,JAMES,,KAMWERU,R030,GITUTHA,,254733256040,117478169,235079794,352557963,P. O. Box 8,Gitutha,Limuru,00217,Kiambu,Central,-1.1692,36.6903,Active,Kamweru Gitutha Farm
,01120,0894-0000-1120,ESTHER,,NJERI,R007,KERWA,,254736984230,154761881,309647218,464409099,P. O. Box 8,Kerwa,Limuru,00217,Kiambu,Central,-1.1692,36.6903,Active,Njeri Kerwa Farm
,01123,0894-0000-1123,GERALD,,MBURU,R006,KABUKU,,254736996575,154885337,309894130,464779467,P. O. Box 8,Kabuku,Limuru,00217,Kiambu,Central,-1.1692,36.6903,Active,Mburu Kabuku Farm
,01124,0894-0000-1124,JAMES,,GATHECHA,R006,KABUKU,,254733268385,117601625,235326706,352928331,P. O. Box 8,Kabuku,Limuru,00217,Kiambu,Central,-1.1692,36.6903,Active,Gathecha Kabuku Farm
,01126,0894-0000-1126,NYAMACAU,,KARIUKI,R002,NGECHA,,254737008920,155008793,310141042,465149835,P. O. Box 8,Ngecha,Limuru,00217,Kiambu,Central,-1.1692,36.6903,Active,Kariuki Ngecha Farm
,01127,0894-0000-1127,NELSON,,KARIUKI,R017,GATIMU,,254737021265,155132249,310387954,465520203,P. O. Box 8,Gatimu,Limuru,00217,Kiambu,Central,-1.1692,36.6903,Active,Kariuki Gatimu Farm
,01129,0894-0000-1129,ESTHER,,NJAMBI,R011,NYATHUNA,,254737033610,155255705,310634866,465890571,P. O. Box 8,Nyathuna,Limuru,00217,Kiambu,Central,-1.1692,36.6903,Active,Njambi Nyathuna Farm
,01142,0894-0000-1142,FRANCIS,,NDEBE,R005,MURENGETI,,254737045955,155379161,310881778,466260939,P. O. Box 8,Murengeti,Limuru,00217,Kiambu,Central,-1.1692,36.6903,Active,Ndebe Murengeti Farm
,01146,0894-0000-1146,KUNGU,,KINGOI,R001,LIMURU,,254737058300,155502617,311128690,466631307,P. O. Box 8,Limuru,Limuru,00217,Kiambu,Central,-1.1692,36.6903,Active,Kingoi Limuru Farm
,01147,0894-0000-1147,GEOFFREY,,GATUHA,R002,NGECHA,,254737070645,155626073,311375602,467001675,P. O. Box 8,Ngecha,Limuru,00217,Kiambu,Central,-1.1692,36.6903,Active,Gatuha Ngecha Farm
,01149,0894-0000-1149,GOFFREY,,GACHOHI,R002,NGECHA,,254737082990,155749529,311622514,467372043,P. O. Box 8,Ngecha,Limuru,00217,Kiambu,Central,-1.1692,36.6903,Active,Gachohi Ngecha Farm
,01151,0894-0000-1151,PETER,,MUCHAI,R004,TIEKUNU,,254737095335,155872985,311869426,467742411,P. O. Box 8,Tiekunu,Limuru,00217,Kiambu,Central,-1.1692,36.6903,Active,Muchai Tiekunu Farm
,01152,0894-0000-1152,VERONICAH,,WAMBUI,R009,NDERU,,254733280730,117725081,235573618,353298699,P. O. Box 8,Nderu,Limuru,00217,Kiambu,Central,-1.1692,36.6903,Active,Wambui Nderu Farm
,01160,0894-0000-1160,WAMBUI,,WAMUUI,R003,RIRONI,,254737107680,155996441,312116338,468112779,P. O. Box 8,Rironi,Limuru,00217,Kiambu,Central,-1.1692,36.6903,Active,Wamuui Rironi Farm
,01163,0894-0000-1163,MINNEH,,WAMBUI,R020,NGARARIGA,,254737120025,156119897,312363250,468483147,P. O. Box 8,Ngarariga,Limuru,00217,Kiambu,Central,-1.1692,36.6903,Active,Wambui Ngarariga Farm
,01164,0894-0000-1164,LOISE,,NYOKABI,R002,NGECHA,,254737132370,156243353,312610162,468853515,P. O. Box 8,Ngecha,Limuru,00217,Kiambu,Central,-1.1692,36.6903,Active,Nyokabi Ngecha Farm
,01175,0894-0000-1175,WAITHIRA,,KARANJA,R005,MURENGETI,,254737144715,156366809,312857074,469223883,P. O. Box 8,Murengeti,Limuru,00217,Kiambu,Central,-1.1692,36.6903,Active,Karanja Murengeti Farm
,01179,0894-0000-1179,GRACE,,WAIRIMU,R007,KERWA,,254737157060,156490265,313103986,469594251,P. O. Box 8,Kerwa,Limuru,00217,Kiambu,Central,-1.1692,36.6903,Active,Wairimu Kerwa Farm
,01181,0894-0000-1181,GODFREY,,KAMATU,R004,TIEKUNU,,254737169405,156613721,313350898,469964619,P. O. Box 8,Tiekunu,Limuru,00217,Kiambu,Central,-1.1692,36.6903,Active,Kamatu Tiekunu Farm
,01190,0894-0000-1190,DAVID,,KINUTHIA,R002,NGECHA,,254737181750,156737177,313597810,470334987,P. O. Box 8,Ngecha,Limuru,00217,Kiambu,Central,-1.1692,36.6903,Active,Kinuthia Ngecha Farm
,01191,0894-0000-1191,ELIZABETH,,WANJIKU,R005,MURENGETI,,254737194095,156860633,313844722,470705355,P. O. Box 8,Murengeti,Limuru,00217,Kiambu,Central,-1.1692,36.6903,Active,Wanjiku Murengeti Farm
,01193,0894-0000-1193,BENSON,,KAMAU,R002,NGECHA,,254737206440,156984089,314091634,471075723,P. O. Box 8,Ngecha,Limuru,00217,Kiambu,Central,-1.1692,36.6903,Active,Kamau Ngecha Farm
,01196,0894-0000-1196,JAMES,,KARIUKI,R002,NGECHA,,254737218785,157107545,314338546,471446091,P. O. Box 8,Ngecha,Limuru,00217,Kiambu,Central,-1.1692,36.6903,Active,Kariuki Ngecha Farm
,01202,0894-0000-1202,SIMON,,NJANE,R002,NGECHA,,254737231130,157231001,314585458,471816459,P. O. Box 8,Ngecha,Limuru,00217,Kiambu,Central,-1.1692,36.6903,Active,Njane Ngecha Farm
,01205,0894-0000-1205,MARGARET,,MUTHONI,R017,GATIMU,,254737243475,157354457,314832370,472186827,P. O. Box 8,Gatimu,Limuru,00217,Kiambu,Central,-1.1692,36.6903,Active,Muthoni Gatimu Farm
,01206,0894-0000-1206,MARY,,NJERI,R014,KWAMBIRA,,254737255820,157477913,315079282,472557195,P. O. Box 8,Kwambira,Limuru,00217,Kiambu,Central,-1.1692,36.6903,Active,Njeri Kwambira Farm
,01207,0894-0000-1207,PENINAH,,WANJIRA,R014,KWAMBIRA,,254737268165,157601369,315326194,472927563,P. O. Box 8,Kwambira,Limuru,00217,Kiambu,Central,-1.1692,36.6903,Active,Wanjira Kwambira Farm
,01208,0894-0000-1208,WANGECHI,,MWANGI,R014,KWAMBIRA,,254737280510,157724825,315573106,473297931,P. O. Box 8,Kwambira,Limuru,00217,Kiambu,Central,-1.1692,36.6903,Active,Mwangi Kwambira Farm
,01217,0894-0000-1217,GRACE,,NJOKI,R002,NGECHA,,254737292855,157848281,315820018,473668299,P. O. Box 8,Ngecha,Limuru,00217,Kiambu,Central,-1.1692,36.6903,Active,Njoki Ngecha Farm
,01218,0894-0000-1218,SERAH,,NGINA,R002,NGECHA,,254737305200,157971737,316066930,474038667,P. O. Box 8,Ngecha,Limuru,00217,Kiambu,Central,-1.1692,36.6903,Active,Ngina Ngecha Farm
,01219,0894-0000-1219,JOHN,,NJENGA,R018,KAMANDURA,,254737317545,158095193,316313842,474409035,P. O. Box 8,Kamandura,Limuru,00217,Kiambu,Central,-1.1692,36.6903,Active,Njenga Kamandura Farm
,01221,0894-0000-1221,GEOFFRET,,KARIUKI,R002,NGECHA,,254737329890,158218649,316560754,474779403,P. O. Box 8,Ngecha,Limuru,00217,Kiambu,Central,-1.1692,36.6903,Active,Kariuki Ngecha Farm
,01223,0894-0000-1223,ESTHER,,KAHAKI,R020,NGARARIGA,,254737342235,158342105,316807666,475149771,P. O. Box 8,Ngarariga,Limuru,00217,Kiambu,Central,-1.1692,36.6903,Active,Kahaki Ngarariga Farm
,01233,0894-0000-1233,MWANGI,,MONYO,R014,KWAMBIRA,,254733293075,117848537,235820530,353669067,P. O. Box 8,Kwambira,Limuru,00217,Kiambu,Central,-1.1692,36.6903,Active,Monyo Kwambira Farm
,01235,0894-0000-1235,WANJIRU,,NJENGA,R003,RIRONI,,254737354580,158465561,317054578,475520139,P. O. Box 8,Rironi,Limuru,00217,Kiambu,Central,-1.1692,36.6903,Active,Njenga Rironi Farm
,01236,0894-0000-1236,RUTH,,NDUTA,R019,KIHURURU,,254737366925,158589017,317301490,475890507,P. O. Box 8,Kihururu,Limuru,00217,Kiambu,Central,-1.1692,36.6903,Active,Nduta Kihururu Farm
,01239,0894-0000-1239,CHARLES,,NDUNGU,R011,NYATHUNA,,254737379270,158712473,317548402,476260875,P. O. Box 8,Nyathuna,Limuru,00217,Kiambu,Central,-1.1692,36.6903,Active,Ndungu Nyathuna Farm
,01240,0894-0000-1240,JAMES,,KIIRU,R011,NYATHUNA,,254733305420,117971993,236067442,354039435,P. O. Box 8,Nyathuna,Limuru,00217,Kiambu,Central,-1.1692,36.6903,Active,Kiiru Nyathuna Farm
,01242,0894-0000-1242,MOSES,,MWANGI,R016,KIROE,,254737391615,158835929,317795314,476631243,P. O. Box 8,Kiroe,Limuru,00217,Kiambu,Central,-1.1692,36.6903,Active,Mwangi Kiroe Farm
,01243,0894-0000-1243,SAMUEL,,KIARIE,R002,NGECHA,,254733317765,118095449,236314354,354409803,P. O. Box 8,Ngecha,Limuru,00217,Kiambu,Central,-1.1692,36.6903,Active,Kiarie Ngecha Farm
,01247,0894-0000-1247,SIMON,,NGUGI,R002,NGECHA,,254734725095,132169433,264462322,396631755,P. O. Box 8,Ngecha,Limuru,00217,Kiambu,Central,-1.1692,36.6903,Active,Ngugi Ngecha Farm
,01253,0894-0000-1253,JAMES,,WANYOIKE,R012,MUGUGA,,254737403960,158959385,318042226,477001611,P. O. Box 8,Muguga,Limuru,00217,Kiambu,Central,-1.1692,36.6903,Active,Wanyoike Muguga Farm
,01255,0894-0000-1255,MARGRET,,NJERI,R005,MURENGETI,,254737416305,159082841,318289138,477371979,P. O. Box 8,Murengeti,Limuru,00217,Kiambu,Central,-1.1692,36.6903,Active,Njeri Murengeti Farm
,01256,0894-0000-1256,MILLIAM,,GITAU,R002,NGECHA,,254737428650,159206297,318536050,477742347,P. O. Box 8,Ngecha,Limuru,00217,Kiambu,Central,-1.1692,36.6903,Active,Gitau Ngecha Farm
,01260,0894-0000-1260,PAUL,,MWANGI,R018,KAMANDURA,,254737440995,159329753,318782962,478112715,P. O. Box 8,Kamandura,Limuru,00217,Kiambu,Central,-1.1692,36.6903,Active,Mwangi Kamandura Farm
,01261,0894-0000-1261,JOHN,,KABUE,R017,GATIMU,,254737453340,159453209,319029874,478483083,P. O. Box 8,Gatimu,Limuru,00217,Kiambu,Central,-1.1692,36.6903,Active,Kabue Gatimu Farm
,01263,0894-0000-1263,HANNAH,,NJUHI,R018,KAMANDURA,,254737465685,159576665,319276786,478853451,P. O. Box 8,Kamandura,Limuru,00217,Kiambu,Central,-1.1692,36.6903,Active,Njuhi Kamandura Farm
,01267,0894-0000-1267,JOHN,,MWANGI,R022,NDUMA,,254737478030,159700121,319523698,479223819,P. O. Box 8,Nduma,Limuru,00217,Kiambu,Central,-1.1692,36.6903,Active,Mwangi Nduma Farm
,01268,0894-0000-1268,HANNAH,,WANGARI,R014,KWAMBIRA,,254737490375,159823577,319770610,479594187,P. O. Box 8,Kwambira,Limuru,00217,Kiambu,Central,-1.1692,36.6903,Active,Wangari Kwambira Farm
,01269,0894-0000-1269,ANASTACIAH,,NJERI,R014,KWAMBIRA,,254737502720,159947033,320017522,479964555,P. O. Box 8,Kwambira,Limuru,00217,Kiambu,Central,-1.1692,36.6903,Active,Njeri Kwambira Farm
,01270,0894-0000-1270,EDWARD,,GITHUNGURI,R020,NGARARIGA,,254737515065,160070489,320264434,480334923,P. O. Box 8,Ngarariga,Limuru,00217,Kiambu,Central,-1.1692,36.6903,Active,Githunguri Ngarariga Farm
,01274,0894-0000-1274,ELIUD,,MUIRURI,R002,NGECHA,,254732293130,107848601,215820658,323669259,P. O. Box 8,Ngecha,Limuru,00217,Kiambu,Central,-1.1692,36.6903,Active,Muiruri Ngecha Farm
,01275,0894-0000-1275,WANJIRU,,KIMEMIA,R005,MURENGETI,,254737527410,160193945,320511346,480705291,P. O. Box 8,Murengeti,Limuru,00217,Kiambu,Central,-1.1692,36.6903,Active,Kimemia Murengeti Farm
,01276,0894-0000-1276,BENARD,,MWAURA,R002,NGECHA,,254737539755,160317401,320758258,481075659,P. O. Box 8,Ngecha,Limuru,00217,Kiambu,Central,-1.1692,36.6903,Active,Mwaura Ngecha Farm
,01280,0894-0000-1280,GRACE,,WAMBUI,R012,MUGUGA,,254737552100,160440857,321005170,481446027,P. O. Box 8,Muguga,Limuru,00217,Kiambu,Central,-1.1692,36.6903,Active,Wambui Muguga Farm
,01283,0894-0000-1283,SAMUEL,,MUKUNA,R020,NGARARIGA,,254737564445,160564313,321252082,481816395,P. O. Box 8,Ngarariga,Limuru,00217,Kiambu,Central,-1.1692,36.6903,Active,Mukuna Ngarariga Farm
,01284,0894-0000-1284,KOIGI,,MWIKONYI,R002,NGECHA,,254737576790,160687769,321498994,482186763,P. O. Box 8,Ngecha,Limuru,00217,Kiambu,Central,-1.1692,36.6903,Active,Mwikonyi Ngecha Farm
,01289,0894-0000-1289,EUNICE,,WANJIKU,R003,RIRONI,,254737589135,160811225,321745906,482557131,P. O. Box 8,Rironi,Limuru,00217,Kiambu,Central,-1.1692,36.6903,Active,Wanjiku Rironi Farm
,01290,0894-0000-1290,MILKAH,,NDUTA,R017,GATIMU,,254737601480,160934681,321992818,482927499,P. O. Box 8,Gatimu,Limuru,00217,Kiambu,Central,-1.1692,36.6903,Active,Nduta Gatimu Farm
,01291,0894-0000-1291,GRACE,,WATIRI,R016,KIROE,,254737613825,161058137,322239730,483297867,P. O. Box 8,Kiroe,Limuru,00217,Kiambu,Central,-1.1692,36.6903,Active,Watiri Kiroe Farm
,01292,0894-0000-1292,WANJA,,ROBERT,R007,KERWA,,254733330110,118218905,236561266,354780171,P. O. Box 8,Kerwa,Limuru,00217,Kiambu,Central,-1.1692,36.6903,Active,Robert Kerwa Farm
,01293,0894-0000-1293,WILSON,,GITAU,R015,NDIONI,,254737626170,161181593,322486642,483668235,P. O. Box 8,Ndioni,Limuru,00217,Kiambu,Central,-1.1692,36.6903,Active,Gitau Ndioni Farm
,01295,0894-0000-1295,NJOROGE,,WAWERU,R003,RIRONI,,254733342455,118342361,236808178,355150539,P. O. Box 8,Rironi,Limuru,00217,Kiambu,Central,-1.1692,36.6903,Active,Waweru Rironi Farm
,01300,0894-0000-1300,WANGUNYU,,NGARAMA,R001,LIMURU,,254737638515,161305049,322733554,484038603,P. O. Box 8,Limuru,Limuru,00217,Kiambu,Central,-1.1692,36.6903,Active,Ngarama Limuru Farm
,01303,0894-0000-1303,MBURU,,MUCHUNGU,R007,KERWA,,254737650860,161428505,322980466,484408971,P. O. Box 8,Kerwa,Limuru,00217,Kiambu,Central,-1.1692,36.6903,Active,Muchungu Kerwa Farm
,01311,0894-0000-1311,STEPHEN,,MWANGI,R017,GATIMU,,254737663205,161551961,323227378,484779339,P. O. Box 8,Gatimu,Limuru,00217,Kiambu,Central,-1.1692,36.6903,Active,Mwangi Gatimu Farm
,01312,0894-0000-1312,JOSPHINE,,WAMBUI,R002,NGECHA,,254737675550,161675417,323474290,485149707,P. O. Box 8,Ngecha,Limuru,00217,Kiambu,Central,-1.1692,36.6903,Active,Wambui Ngecha Farm
,01313,0894-0000-1313,CHARLES,,NDUNGU,R011,NYATHUNA,,254737687895,161798873,323721202,485520075,P. O. Box 8,Nyathuna,Limuru,00217,Kiambu,Central,-1.1692,36.6903,Active,Ndungu Nyathuna Farm
,01315,0894-0000-1315,JAMES,,WAWERU,R016,KIROE,,254737700240,161922329,323968114,485890443,P. O. Box 8,Kiroe,Limuru,00217,Kiambu,Central,-1.1692,36.6903,Active,Waweru Kiroe Farm
,01326,0894-0000-1326,DAVID,,MUGATHE,R005,MURENGETI,,254737712585,162045785,324215026,486260811,P. O. Box 8,Murengeti,Limuru,00217,Kiambu,Central,-1.1692,36.6903,Active,Mugathe Murengeti Farm
,01330,0894-0000-1330,JAMES,,KAMA,R005,MURENGETI,,254737724930,162169241,324461938,486631179,P. O. Box 8,Murengeti,Limuru,00217,Kiambu,Central,-1.1692,36.6903,Active,Kama Murengeti Farm
,01331,0894-0000-1331,GICHIA,,MUNGAI,R005,MURENGETI,,254737737275,162292697,324708850,487001547,P. O. Box 8,Murengeti,Limuru,00217,Kiambu,Central,-1.1692,36.6903,Active,Mungai Murengeti Farm
,01336,0894-0000-1336,SOLOMON,,WAICHUA,R007,KERWA,,254737749620,162416153,324955762,487371915,P. O. Box 8,Kerwa,Limuru,00217,Kiambu,Central,-1.1692,36.6903,Active,Waichua Kerwa Farm
,01337,0894-0000-1337,HANNAH,,NJOKI,R006,KABUKU,,254737761965,162539609,325202674,487742283,P. O. Box 8,Kabuku,Limuru,00217,Kiambu,Central,-1.1692,36.6903,Active,Njoki Kabuku Farm
,01339,0894-0000-1339,NGUTURI,,NGUKU,R009,NDERU,,254737774310,162663065,325449586,488112651,P. O. Box 8,Nderu,Limuru,00217,Kiambu,Central,-1.1692,36.6903,Active,Nguku Nderu Farm
,01348,0894-0000-1348,WAIRIMU,,MBURU,R003,RIRONI,,254737786655,162786521,325696498,488483019,P. O. Box 8,Rironi,Limuru,00217,Kiambu,Central,-1.1692,36.6903,Active,Mburu Rironi Farm
,01350,0894-0000-1350,HANNAH,,GACHERI,R014,KWAMBIRA,,254737799000,162909977,325943410,488853387,P. O. Box 8,Kwambira,Limuru,00217,Kiambu,Central,-1.1692,36.6903,Active,Gacheri Kwambira Farm
,01351,0894-0000-1351,LAWRENCE,,NJENGA,R006,KABUKU,,254737811345,163033433,326190322,489223755,P. O. Box 8,Kabuku,Limuru,00217,Kiambu,Central,-1.1692,36.6903,Active,Njenga Kabuku Farm
,01352,0894-0000-1352,PERIS,,WAMBUI,R003,RIRONI,,254737823690,163156889,326437234,489594123,P. O. Box 8,Rironi,Limuru,00217,Kiambu,Central,-1.1692,36.6903,Active,Wambui Rironi Farm
,01354,0894-0000-1354,PETER,,KAMAU,R014,KWAMBIRA,,254737836035,163280345,326684146,489964491,P. O. Box 8,Kwambira,Limuru,00217,Kiambu,Central,-1.1692,36.6903,Active,Kamau Kwambira Farm
,01358,0894-0000-1358,MUMBI,,KIROMO,R017,GATIMU,,254737848380,163403801,326931058,490334859,P. O. Box 8,Gatimu,Limuru,00217,Kiambu,Central,-1.1692,36.6903,Active,Kiromo Gatimu Farm
,01362,0894-0000-1362,IBRAHIM,,KIRONJI,R017,GATIMU,,254737860725,163527257,327177970,490705227,P. O. Box 8,Gatimu,Limuru,00217,Kiambu,Central,-1.1692,36.6903,Active,Kironji Gatimu Farm
,01370,0894-0000-1370,MARY,,NDUTA,R005,MURENGETI,,254737873070,163650713,327424882,491075595,P. O. Box 8,Murengeti,Limuru,00217,Kiambu,Central,-1.1692,36.6903,Active,Nduta Murengeti Farm
,01371,0894-0000-1371,LUCY,,WAMBUI,R022,NDUMA,,254737885415,163774169,327671794,491445963,P. O. Box 8,Nduma,Limuru,00217,Kiambu,Central,-1.1692,36.6903,Active,Wambui Nduma Farm
,01372,0894-0000-1372,GRACE,,NJERI,R017,GATIMU,,254737897760,163897625,327918706,491816331,P. O. Box 8,Gatimu,Limuru,00217,Kiambu,Central,-1.1692,36.6903,Active,Njeri Gatimu Farm
,01373,0894-0000-1373,KIARIE,,KIUNA,R009,NDERU,,254737910105,164021081,328165618,492186699,P. O. Box 8,Nderu,Limuru,00217,Kiambu,Central,-1.1692,36.6903,Active,Kiuna Nderu Farm
,01378,0894-0000-1378,PAUL,,KIMANI,R002,NGECHA,,254737922450,164144537,328412530,492557067,P. O. Box 8,Ngecha,Limuru,00217,Kiambu,Central,-1.1692,36.6903,Active,Kimani Ngecha Farm
,01387,0894-0000-1387,NAOMI,,WANGARI,R002,NGECHA,,254737934795,164267993,328659442,492927435,P. O. Box 8,Ngecha,Limuru,00217,Kiambu,Central,-1.1692,36.6903,Active,Wangari Ngecha Farm
,01388,0894-0000-1388,BENJAMIN,,GITHUA,R006,KABUKU,,254737947140,164391449,328906354,493297803,P. O. Box 8,Kabuku,Limuru,00217,Kiambu,Central,-1.1692,36.6903,Active,Githua Kabuku Farm
,01392,0894-0000-1392,MARY,,WANGUI,R011,NYATHUNA,,254737959485,164514905,329153266,493668171,P. O. Box 8,Nyathuna,Limuru,00217,Kiambu,Central,-1.1692,36.6903,Active,Wangui Nyathuna Farm
,01395,0894-0000-1395,WAKIBIRU,,KAGIMBI,R002,NGECHA,,254737971830,164638361,329400178,494038539,P. O. Box 8,Ngecha,Limuru,00217,Kiambu,Central,-1.1692,36.6903,Active,Kagimbi Ngecha Farm
,01400,0894-0000-1400,SAMUEL,,WANGANGA,R009,NDERU,,254737984175,164761817,329647090,494408907,P. O. Box 8,Nderu,Limuru,00217,Kiambu,Central,-1.1692,36.6903,Active,Wanganga Nderu Farm
,01403,0894-0000-1403,NYAMBURA,,NJANE,R002,NGECHA,,254737996520,164885273,329894002,494779275,P. O. Box 8,Ngecha,Limuru,00217,Kiambu,Central,-1.1692,36.6903,Active,Njane Ngecha Farm
,01406,0894-0000-1406,ZAKARIA,,KUNGU,R001,LIMURU,,254738008865,165008729,330140914,495149643,P. O. Box 8,Limuru,Limuru,00217,Kiambu,Central,-1.1692,36.6903,Active,Kungu Limuru Farm
,01408,0894-0000-1408,LUCY,,MWIHAKI,R007,KERWA,,254738021210,165132185,330387826,495520011,P. O. Box 8,Kerwa,Limuru,00217,Kiambu,Central,-1.1692,36.6903,Active,Mwihaki Kerwa Farm
,01417,0894-0000-1417,MOSES,,MUTHEKI,R012,MUGUGA,,254738033555,165255641,330634738,495890379,P. O. Box 8,Muguga,Limuru,00217,Kiambu,Central,-1.1692,36.6903,Active,Mutheki Muguga Farm
,01426,0894-0000-1426,JOHN,,THUO,R014,KWAMBIRA,,254738045900,165379097,330881650,496260747,P. O. Box 8,Kwambira,Limuru,00217,Kiambu,Central,-1.1692,36.6903,Active,Thuo Kwambira Farm
,01428,0894-0000-1428,MOSES,,MUCHIRI,R004,TIEKUNU,,254738058245,165502553,331128562,496631115,P. O. Box 8,Tiekunu,Limuru,00217,Kiambu,Central,-1.1692,36.6903,Active,Muchiri Tiekunu Farm
,01429,0894-0000-1429,KAMIRI,,NGARU,R004,TIEKUNU,,254738070590,165626009,331375474,497001483,P. O. Box 8,Tiekunu,Limuru,00217,Kiambu,Central,-1.1692,36.6903,Active,Ngaru Tiekunu Farm
,01438,0894-0000-1438,DOMINIC,,NDUNGU,R005,MURENGETI,,254738082935,165749465,331622386,497371851,P. O. Box 8,Murengeti,Limuru,00217,Kiambu,Central,-1.1692,36.6903,Active,Ndungu Murengeti Farm
,01441,0894-0000-1441,MARGARET,,WAMBUI,R005,MURENGETI,,254738095280,165872921,331869298,497742219,P. O. Box 8,Murengeti,Limuru,00217,Kiambu,Central,-1.1692,36.6903,Active,Wambui Murengeti Farm
,01450,0894-0000-1450,PENINAH,,WAMBUI,R018,KAMANDURA,,254738107625,165996377,332116210,498112587,P. O. Box 8,Kamandura,Limuru,00217,Kiambu,Central,-1.1692,36.6903,Active,Wambui Kamandura Farm
,01452,0894-0000-1452,BEDAN,,KIRONJI,R018,KAMANDURA,,254738119970,166119833,332363122,498482955,P. O. Box 8,Kamandura,Limuru,00217,Kiambu,Central,-1.1692,36.6903,Active,Kironji Kamandura Farm
,01455,0894-0000-1455,JOHN,,KIMANI,R006,KABUKU,,254738132315,166243289,332610034,498853323,P. O. Box 8,Kabuku,Limuru,00217,Kiambu,Central,-1.1692,36.6903,Active,Kimani Kabuku Farm
